"Rk","Player","Nation","Pos","Competition","Squad","Age","Born","noventas","Gls","Sh","SoT","SoT%","Sh_noventa","SoT_noventa","G_Sh","G_SoT","Dist","FK","PK","PKatt","xG","npxG","npxG_Sh","G_xG","npG-xG","Pos_main","Pos_secondary"
1568,"Danilo D'Ambrosio","ITA","DF","Serie A","Inter",33,1988,4.7,1,4,2,"50.0","0.86","0.43",0.25,"0.50",8.4,0,0,0,0.3,0.3,0.08,0.7,"+0.7","DF",""
2373,"Danilo Pereira","POR","MF","Ligue 1","Paris S-G",30,1991,9.3,1,5,1,"20.0","0.54","0.11",0.2,"1.00",8.6,0,0,0,0.9,0.9,0.18,0.1,"+0.1","MF",""
1396,"Danilo Soares","BRA","DF","Bundesliga","Bochum",30,1991,16.5,0,6,0,"0.0","0.36","0.00",0,NA,24.6,1,0,0,0.2,0.2,0.04,-0.2,"-0.2","DF",""
1570,"Danilo","BRA","DFMF","Serie A","Juventus",30,1991,10,0,5,1,"20.0","0.50","0.10",0,"0.00",27.5,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF","MF"
1052,"Danny Blum","GER","FW","Bundesliga","Bochum",30,1991,2.2,2,5,3,"60.0","2.27","1.36",0.4,"0.67",19.4,1,0,0,0.5,0.5,0.1,1.5,"+1.5","FW",""
1078,"Danny da Costa","GER","DF","Bundesliga","Eint Frankfurt",28,1993,5.3,0,1,0,"0.0","0.19","0.00",0,NA,8,0,0,0,0.1,0.1,0.09,-0.1,"-0.1","DF",""
193,"Danny Ings","ENG","FW","Premier League","Aston Villa",29,1992,10.5,3,15,5,"33.3","1.43","0.48",0.13,"0.40",13.7,0,1,1,2.6,1.8,0.12,0.4,"+0.2","FW",""
369,"Danny Rose","ENG","DF","Premier League","Watford",31,1990,7.7,0,4,1,"25.0","0.52","0.13",0,"0.00",19.7,0,0,0,0.2,0.2,0.04,-0.2,"-0.2","DF",""
461,"Danny Welbeck","ENG","FWMF","Premier League","Brighton",31,1990,3.3,2,6,5,"83.3","1.83","1.53",0.33,"0.40",16.3,0,0,0,0.5,0.5,0.08,1.5,"+1.5","FW","MF"
2090,"Dante","BRA","DF","Ligue 1","Nice",38,1983,17.5,0,11,1,"9.1","0.63","0.06",0,"0.00",13.5,0,0,0,0.8,0.8,0.07,-0.8,"-0.8","DF",""
539,"Darío Benedetto","ARG","FW","La Liga","Elche",31,1990,6.6,2,18,6,"33.3","2.75","0.92",0.11,"0.33",20.6,0,0,0,2.7,2.7,0.15,-0.7,"-0.7","FW",""
879,"Darío Poveda","ESP","FWMF","La Liga","Getafe",24,1997,3.9,1,4,4,"100.0","1.04","1.04",0.25,"0.25",29.8,0,0,0,0.2,0.2,0.04,0.8,"+0.8","FW","MF"
548,"Darko Brašanac","SRB","MF","La Liga","Osasuna",29,1992,15.1,0,11,1,"9.1","0.73","0.07",0,"0.00",14.6,0,0,0,0.8,0.8,0.07,-0.8,"-0.8","MF",""
1703,"Darko Lazovic","SRB","DF","Serie A","Hellas Verona",31,1990,15.9,0,22,4,"18.2","1.39","0.25",0,"0.00",18.1,1,0,0,1.5,1.5,0.07,-1.5,"-1.5","DF",""
762,"Darwin Machís","VEN","MFFW","La Liga","Granada",28,1993,7.4,2,17,8,"47.1","2.31","1.09",0.12,"0.25",19.3,0,0,0,0.7,0.7,0.04,1.3,"+1.3","MF","FW"
490,"David Alaba","AUT","DF","La Liga","Real Madrid",29,1992,16.9,1,12,1,"8.3","0.71","0.06",0.08,"1.00",21.5,4,0,0,0.6,0.6,0.05,0.4,"+0.4","DF",""
151,"David de Gea","ESP","GK","Premier League","Manchester Utd",31,1990,18,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
650,"David García","ESP","DF","La Liga","Osasuna",27,1994,17,3,14,3,"21.4","0.82","0.18",0.21,"1.00",13.2,0,0,0,0.7,0.7,0.05,2.3,"+2.3","DF",""
754,"David López","ESP","MF","La Liga","Espanyol",32,1989,4.9,0,2,1,"50.0","0.40","0.20",0,"0.00",8.5,0,0,0,0.3,0.3,0.13,-0.3,"-0.3","MF",""
1290,"David Nemeth","AUT","DF","Bundesliga","Mainz 05",20,2001,2.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1785,"David Okereke","NGA","FWMF","Serie A","Venezia",24,1997,10.1,4,19,9,"47.4","1.87","0.89",0.21,"0.44",15.1,0,0,0,2.9,2.9,0.15,1.1,"+1.1","FW","MF"
1789,"David Ospina","COL","GK","Serie A","Napoli",33,1988,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
2080,"David Pereira da Costa","POR","FWMF","Ligue 1","Lens",20,2001,5.5,1,7,2,"28.6","1.28","0.37",0.14,"0.50",17.4,0,0,0,0.8,0.8,0.12,0.2,"+0.2","FW","MF"
1344,"David Raum","GER","DF","Bundesliga","Hoffenheim",23,1998,14.8,1,14,4,"28.6","0.95","0.27",0.07,"0.25",20.7,2,0,0,0.6,0.6,0.04,0.4,"+0.4","DF",""
349,"David Raya","ESP","GK","Premier League","Brentford",26,1995,9,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1870,"David Schnegg","AUT","DF","Serie A","Venezia",23,1998,1.6,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
935,"David Silva","ESP","MF","La Liga","Real Sociedad",35,1986,7.8,0,9,2,"22.2","1.16","0.26",0,"0.00",19.4,0,0,0,0.7,0.7,0.08,-0.7,"-0.7","MF",""
946,"David Soria","ESP","GK","La Liga","Getafe",28,1993,18,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1897,"Dávid Strelec","SVK","FW","Serie A","Spezia",20,2001,4.8,1,5,4,"80.0","1.04","0.84",0.2,"0.25",15.9,0,0,0,0.4,0.4,0.08,0.6,"+0.6","FW",""
960,"David Timor","ESP","MF","La Liga","Getafe",32,1989,3.8,0,8,0,"0.0","2.11","0.00",0,NA,29.7,2,0,0,0.2,0.2,0.03,-0.2,"-0.2","MF",""
1965,"David Zima","CZE","DF","Serie A","Torino",21,2000,6.3,0,3,1,"33.3","0.48","0.16",0,"0.00",12,0,0,0,0.4,0.4,0.13,-0.4,"-0.4","DF",""
1512,"Davide Biraschi","ITA","DF","Serie A","Genoa",27,1994,10.3,0,3,0,"0.0","0.29","0.00",0,NA,24.4,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF",""
1529,"Davide Calabria","ITA","DF","Serie A","Milan",25,1996,9.2,2,17,3,"17.6","1.85","0.33",0.12,"0.67",20.3,0,0,0,1.6,1.6,0.11,0.4,"+0.4","DF",""
1612,"Davide Faraoni","ITA","DF","Serie A","Hellas Verona",30,1991,17.1,2,18,4,"22.2","1.05","0.23",0.11,"0.50",16.4,0,0,0,1.1,1.1,0.06,0.9,"+0.9","DF",""
1625,"Davide Frattesi","ITA","MF","Serie A","Sassuolo",22,1999,17.4,4,31,11,"35.5","1.78","0.63",0.13,"0.36",17.6,0,0,0,3.4,3.4,0.11,0.6,"+0.6","MF",""
1961,"Davide Zappacosta","ITA","DF","Serie A","Atalanta",29,1992,12.6,1,21,4,"19.0","1.66","0.32",0.05,"0.25",17.6,0,0,0,1.5,1.5,0.07,-0.5,"-0.5","DF",""
1385,"Davie Selke","GER","FW","Bundesliga","Hertha BSC",26,1995,4.5,1,10,5,"50.0","2.24","1.12",0.1,"0.20",10.8,0,0,0,1.2,1.2,0.12,-0.2,"-0.2","FW",""
380,"Davinson Sánchez","COL","DF","Premier League","Tottenham",25,1996,10.3,2,10,3,"30.0","0.97","0.29",0.2,"0.67",6.5,0,0,0,1.4,1.4,0.14,0.6,"+0.6","DF",""
1433,"Dayot Upamecano","FRA","DF","Bundesliga","Bayern Munich",23,1998,13.7,1,5,1,"20.0","0.36","0.07",0.2,"1.00",12.7,0,0,0,0.5,0.5,0.1,0.5,"+0.5","DF",""
352,"Declan Rice","ENG","MF","Premier League","West Ham",22,1999,19,1,14,5,"35.7","0.74","0.26",0.07,"0.20",24.7,1,0,0,0.5,0.5,0.04,0.5,"+0.5","MF",""
1059,"Dedryck Boyata","BEL","DF","Bundesliga","Hertha BSC",31,1990,10,0,7,1,"14.3","0.70","0.10",0,"0.00",9.8,0,0,0,0.3,0.3,0.04,-0.3,"-0.3","DF",""
2278,"Deiver Machado","COL","DF","Ligue 1","Lens",28,1993,3.4,0,1,0,"0.0","0.30","0.00",0,NA,19.4,0,0,0,0,0,0.03,0,"0.0","DF",""
1697,"Dejan Kulusevski","SWE","FWMF","Serie A","Juventus",21,2000,7.3,0,15,5,"33.3","2.05","0.68",0,"0.00",15.6,0,0,0,1.6,1.6,0.11,-1.6,"-1.6","FW","MF"
1248,"Dejan Ljubicic","AUT","MFFW","Bundesliga","Köln",24,1997,12,1,8,2,"25.0","0.67","0.17",0.13,"0.50",22.1,0,0,0,0.4,0.4,0.05,0.6,"+0.6","MF","FW"
11,"Dele Alli","ENG","MFFW","Premier League","Tottenham",25,1996,7.3,1,4,2,"50.0","0.55","0.27",0,"0.00",18.2,0,1,1,1.5,0.7,0.18,-0.5,"-0.7","MF","FW"
165,"Demarai Gray","ENG","MFFW","Premier League","Everton",25,1996,13.7,5,35,10,"28.6","2.55","0.73",0.14,"0.50",20.7,1,0,0,2.5,2.5,0.07,2.5,"+2.5","MF","FW"
2033,"Denis Bouanga","GAB","FWMF","Ligue 1","Saint-Étienne",27,1994,12.2,3,42,16,"38.1","3.45","1.31",0.07,"0.19",17.9,0,0,0,3.8,3.8,0.09,-0.8,"-0.8","FW","MF"
578,"Denis Cheryshev","RUS","MF","La Liga","Valencia",31,1990,4.4,0,8,3,"37.5","1.81","0.68",0,"0.00",14.5,0,0,0,0.8,0.8,0.1,-0.8,"-0.8","MF",""
950,"Denis Suárez","ESP","MF","La Liga","Celta Vigo",27,1994,13.8,2,13,5,"38.5","0.94","0.36",0.15,"0.40",20.3,0,0,0,1.2,1.2,0.09,0.8,"+0.8","MF",""
1455,"Denis Zakaria","SUI","MFDF","Bundesliga","M'Gladbach",25,1996,14.5,2,18,4,"22.2","1.24","0.28",0.11,"0.50",23.2,0,0,0,1,1,0.05,1,"+1.0","MF","DF"
1991,"Dennis Appiah","FRA","DF","Ligue 1","Nantes",29,1992,9.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1128,"Dennis Geiger","GER","MF","Bundesliga","Hoffenheim",23,1998,8.9,2,11,2,"18.2","1.24","0.23",0.18,"1.00",17.3,0,0,0,0.7,0.7,0.07,1.3,"+1.3","MF",""
1195,"Dennis Jastrzembski","POL","DFFW","Bundesliga","Hertha BSC",21,2000,2.5,0,1,0,"0.0","0.40","0.00",0,NA,16.5,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","DF","FW"
1675,"Dennis Johnsen","NOR","FWMF","Serie A","Venezia",23,1998,11,0,11,4,"36.4","1.00","0.37",0,"0.00",16.8,0,0,0,0.9,0.9,0.09,-0.9,"-0.9","FW","MF"
1821,"Dennis Praet","BEL","FWMF","Serie A","Torino",27,1994,8.1,1,15,3,"20.0","1.86","0.37",0.07,"0.33",16.8,0,0,0,1.8,1.8,0.13,-0.8,"-0.8","FW","MF"
1999,"Dénys Bain","FRA","DF","Ligue 1","Brest",28,1993,1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1601,"Denzel Dumfries","NED","DF","Serie A","Inter",25,1996,9.2,3,12,9,"75.0","1.31","0.98",0.25,"0.33",13.2,0,0,0,2.4,2.4,0.2,0.6,"+0.6","DF",""
1456,"Deyovaisio Zeefuik","NED","DFMF","Bundesliga","Hertha BSC",23,1998,6.3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF","MF"
1365,"Diadie Samassékou","MLI","MF","Bundesliga","Hoffenheim",25,1996,9,2,6,3,"50.0","0.66","0.33",0.33,"0.67",16.6,0,0,0,0.8,0.8,0.13,1.2,"+1.2","MF",""
1006,"Dickson Abiama","NGA","FW","Bundesliga","Greuther Fürth",23,1998,6.3,0,16,4,"25.0","2.55","0.64",0,"0.00",14.8,0,0,0,1.9,1.9,0.12,-1.9,"-1.9","FW",""
991,"Dídac Vilà","ESP","DF","La Liga","Espanyol",32,1989,1.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
567,"Diego Carlos","BRA","DF","La Liga","Sevilla",28,1993,17,2,14,5,"35.7","0.82","0.29",0.14,"0.40",10.6,0,0,0,1.8,1.8,0.13,0.2,"+0.2","DF",""
1581,"Diego Demme","GER","MFFW","Serie A","Napoli",30,1991,2.6,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","FW"
1614,"Diego Farias","BRA","MFFW","Serie A","Cagliari",31,1990,0.7,0,1,0,"0.0","1.36","0.00",0,NA,21.6,0,0,0,0,0,0.04,0,"0.0","MF","FW"
1637,"Diego Godín","URU","DF","Serie A","Cagliari",35,1986,9.1,0,7,0,"0.0","0.77","0.00",0,NA,10,0,0,0,0.5,0.5,0.07,-0.5,"-0.5","DF",""
666,"Diego González","ESP","DF","La Liga","Elche",26,1995,10,0,2,1,"50.0","0.20","0.10",0,"0.00",15.2,0,0,0,0.1,0.1,0.05,-0.1,"-0.1","DF",""
740,"Diego Lainez","MEX","MFFW","La Liga","Betis",21,2000,0.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","FW"
244,"Diego Llorente","ESP","DF","Premier League","Leeds United",28,1993,12.1,1,4,1,"25.0","0.33","0.08",0.25,"1.00",9,0,0,0,0.3,0.3,0.08,0.7,"+0.7","DF",""
755,"Diego López","ESP","GK","La Liga","Espanyol",40,1981,19,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
899,"Diego Rico","ESP","DF","La Liga","Real Sociedad",28,1993,4.5,0,1,0,"0.0","0.22","0.00",0,NA,29.3,0,0,0,0,0,0.01,0,"0.0","DF",""
641,"Dimitri Foulquier","FRA","DF","La Liga","Valencia",28,1993,12.2,0,5,2,"40.0","0.41","0.16",0,"0.00",17.7,0,0,0,0.4,0.4,0.09,-0.4,"-0.4","DF",""
2266,"Dimitri Liénard","FRA","DFMF","Ligue 1","Strasbourg",33,1988,10,1,10,1,"10.0","1.00","0.10",0.1,"1.00",20.8,2,0,0,0.7,0.7,0.07,0.3,"+0.3","DF","MF"
2370,"Dimitri Payet","FRA","FWMF","Ligue 1","Marseille",34,1987,14.4,7,34,9,"26.5","2.36","0.63",0.15,"0.56",21.4,13,2,2,4.4,2.8,0.08,2.6,"+2.2","FW","MF"
155,"Dimitris Giannoulis","GRE","DF","Premier League","Norwich City",26,1995,5.9,0,2,1,"50.0","0.34","0.17",0,"0.00",19.9,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","DF",""
1777,"Dimitris Nikolaou","GRE","DF","Serie A","Spezia",23,1998,17,0,2,0,"0.0","0.12","0.00",0,NA,30,0,0,0,0,0,0.01,0,"0.0","DF",""
2019,"Dimitry Bertaud","FRA","GK","Ligue 1","Montpellier",23,1998,5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
89,"Diogo Dalot","POR","DF","Premier League","Manchester Utd",22,1999,5.1,0,3,2,"66.7","0.58","0.39",0,"0.00",19.8,0,0,0,0.2,0.2,0.08,-0.2,"-0.2","DF",""
207,"Diogo Jota","POR","FW","Premier League","Liverpool",25,1996,14.5,10,52,18,"34.6","3.59","1.24",0.19,"0.56",10.4,0,0,0,10.6,10.6,0.21,-0.6,"-0.6","FW",""
2272,"Dion Lopy","SEN","MF","Ligue 1","Reims",19,2002,6.3,0,5,0,"0.0","0.80","0.00",0,NA,21.3,0,0,0,0.2,0.2,0.04,-0.2,"-0.2","MF",""
2323,"Dion Moise Sahi","CIV","MFFW","Ligue 1","Strasbourg",20,2001,0.7,0,3,1,"33.3","4.29","1.43",0,"0.00",9.4,0,0,0,0.4,0.4,0.15,-0.4,"-0.4","MF","FW"
323,"Divock Origi","BEL","FW","Premier League","Liverpool",26,1995,0.5,2,5,3,"60.0","10.98","6.59",0.4,"0.67",12.2,0,0,0,0.7,0.7,0.13,1.3,"+1.3","FW",""
611,"Djené","TOG","DF","La Liga","Getafe",30,1991,16.6,0,3,0,"0.0","0.18","0.00",0,NA,16.7,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF",""
2419,"Djibril Sidibé","FRA","DF","Ligue 1","Monaco",29,1992,7.8,0,3,1,"33.3","0.38","0.13",0,"0.00",22,1,0,0,0.1,0.1,0.04,-0.1,"-0.1","DF",""
1399,"Djibril Sow","SUI","MF","Bundesliga","Eint Frankfurt",24,1997,16.1,2,9,2,"22.2","0.56","0.12",0.22,"1.00",21.7,0,0,0,0.4,0.4,0.04,1.6,"+1.6","MF",""
1253,"Dodi Lukebakio","BEL","FWMF","Bundesliga","Wolfsburg",24,1997,8.4,0,13,5,"38.5","1.55","0.59",0,"0.00",15.5,0,0,0,1.9,1.9,0.15,-1.9,"-1.9","FW","MF"
2041,"Domagoj Bradaric","CRO","DFMF","Ligue 1","Lille",22,1999,1.6,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF","MF"
1564,"Domen Crnigoj","SVN","MF","Serie A","Venezia",26,1995,10,1,11,4,"36.4","1.10","0.40",0.09,"0.25",19.9,0,0,0,1.2,1.2,0.1,-0.2,"-0.2","MF",""
1505,"Domenico Berardi","ITA","FW","Serie A","Sassuolo",27,1994,16.4,8,51,21,"41.2","3.11","1.28",0.12,"0.29",21.2,5,2,2,5.9,4.4,0.09,2.1,"+1.6","FW",""
1562,"Domenico Criscito","ITA","DF","Serie A","Genoa",35,1986,14.4,5,13,0,"0.0","0.90","0.00",0,NA,31.8,0,5,5,4,0.2,0.02,1,"-0.2","DF",""
614,"Domingos Duarte","POR","DF","La Liga","Granada",26,1995,6.8,1,1,1,"100.0","0.15","0.15",1,"1.00",3.6,0,0,0,0.3,0.3,0.35,0.7,"+0.7","DF",""
57,"Dominic Calvert-Lewin","ENG","FW","Premier League","Everton",24,1997,2.8,3,9,5,"55.6","3.27","1.81",0.11,"0.20",11.5,0,2,2,3.8,2.3,0.25,-0.8,"-1.3","FW",""
428,"Dominic Thompson","ENG","DF","Premier League","Brentford",21,2000,1.6,0,1,0,"0.0","0.62","0.00",0,NA,18,0,0,0,0,0,0.02,0,"0.0","DF",""
674,"Dominik Greif","SVK","GK","La Liga","Mallorca",24,1997,1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1224,"Dominik Kohr","GER","MF","Bundesliga","Mainz 05",27,1994,8.5,0,9,1,"11.1","1.06","0.12",0,"0.00",21.8,0,0,0,0.7,0.7,0.07,-0.7,"-0.7","MF",""
1413,"Dominik Szoboszlai","HUN","MFFW","Bundesliga","RB Leipzig",21,2000,10.9,3,25,10,"40.0","2.30","0.92",0.12,"0.30",21.6,5,0,1,3.4,2.6,0.1,-0.4,"+0.4","MF","FW"
1164,"Dominique Heintz","GER","DF","Bundesliga","Freiburg",28,1993,0.3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
38,"Donny van de Beek","NED","MF","Premier League","Manchester Utd",24,1997,0.8,1,1,1,"100.0","1.23","1.23",1,"1.00",5,0,0,0,0.7,0.7,0.66,0.3,"+0.3","MF",""
1257,"Donyell Malen","NED","FW","Bundesliga","Dortmund",22,1999,10.7,3,21,12,"57.1","1.97","1.13",0.14,"0.25",17.9,0,0,0,1.6,1.6,0.07,1.4,"+1.4","FW",""
1805,"Dor Peretz","ISR","MFFW","Serie A","Venezia",26,1995,3.5,0,3,0,"0.0","0.87","0.00",0,NA,12,0,0,0,0.7,0.7,0.22,-0.7,"-0.7","MF","FW"
254,"Douglas Luiz","BRA","MF","Premier League","Aston Villa",23,1998,12.7,0,9,0,"0.0","0.71","0.00",0,NA,25.4,3,0,0,0.3,0.3,0.04,-0.3,"-0.3","MF",""
1753,"Dries Mertens","BEL","FWMF","Serie A","Napoli",34,1987,5,5,17,7,"41.2","3.43","1.41",0.29,"0.71",16.6,1,0,0,1.7,1.7,0.1,3.3,"+3.3","FW","MF"
2053,"Duje Caleta-Car","CRO","DF","Ligue 1","Marseille",25,1996,7.5,1,4,1,"25.0","0.53","0.13",0.25,"1.00",7.1,0,0,0,0.2,0.2,0.06,0.8,"+0.8","DF",""
1943,"Dušan Vlahovic","SRB","FW","Serie A","Fiorentina",21,2000,18.8,16,63,24,"38.1","3.35","1.27",0.17,"0.46",16.5,5,5,5,11,7.2,0.11,5,"+3.8","FW",""
1959,"Duván Zapata","COL","FW","Serie A","Atalanta",30,1991,13.3,9,46,22,"47.8","3.46","1.66",0.13,"0.27",14,0,3,3,9.3,7,0.15,-0.3,"-1.0","FW",""
149,"Dwight Gayle","ENG","FW","Premier League","Newcastle Utd",31,1990,0.3,0,1,0,"0.0","2.90","0.00",0,NA,9,0,0,0,0,0,0.05,0,"0.0","FW",""
285,"Dwight McNeil","ENG","MF","Premier League","Burnley",22,1999,15.7,0,20,7,"35.0","1.27","0.45",0,"0.00",23.8,2,0,0,0.6,0.6,0.03,-0.6,"-0.6","MF",""
2045,"Dylan Bronn","TUN","DF","Ligue 1","Metz",26,1995,17,1,11,7,"63.6","0.65","0.41",0.09,"0.14",12.5,0,0,0,1.1,1.1,0.1,-0.1,"-0.1","DF",""
2068,"Dylan Chambost","FRA","FWMF","Ligue 1","Troyes",24,1997,3.8,0,7,0,"0.0","1.84","0.00",0,NA,16.6,1,0,0,0.4,0.4,0.06,-0.4,"-0.4","FW","MF"
127,"Eberechi Eze","ENG","MF","Premier League","Crystal Palace",23,1998,0.4,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
1555,"Ebrima Colley","GAM","FWMF","Serie A","Spezia",21,2000,4,0,11,5,"45.5","2.76","1.25",0,"0.00",20.8,0,0,0,0.6,0.6,0.05,-0.6,"-0.6","FW","MF"
1571,"Ebrima Darboe","GAM","MF","Serie A","Roma",20,2001,0.7,0,1,0,"0.0","1.43","0.00",0,NA,17,0,0,0,0,0,0.03,0,"0.0","MF",""
313,"Eddie Nketiah","ENG","FWMF","Premier League","Arsenal",22,1999,0.5,0,1,0,"0.0","2.20","0.00",0,NA,3,0,0,0,0.3,0.3,0.35,-0.3,"-0.3","FW","MF"
1857,"Eddie Salcedo","ITA","MFFW","Serie A","Spezia",20,2001,4.5,0,14,3,"21.4","3.13","0.67",0,"0.00",14.9,1,0,0,1.4,1.4,0.1,-1.4,"-1.4","MF","FW"
692,"Eden Hazard","BEL","FWMF","La Liga","Real Madrid",30,1991,5.8,0,12,7,"58.3","2.05","1.20",0,"0.00",15.1,0,0,0,1.2,1.2,0.1,-1.2,"-1.2","FW","MF"
798,"Éder Militão","BRA","DF","La Liga","Real Madrid",23,1998,18,0,16,4,"25.0","0.89","0.22",0,"0.00",17,0,0,0,1.7,1.7,0.11,-1.7,"-1.7","DF",""
118,"Ederson","BRA","GK","Premier League","Manchester City",28,1993,20,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
520,"Édgar Badía","ESP","GK","La Liga","Elche",29,1992,6,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
667,"Édgar González","ESP","DF","La Liga","Betis",24,1997,10.8,0,3,1,"33.3","0.28","0.09",0,"0.00",7,0,0,0,0.3,0.3,0.11,-0.3,"-0.3","DF",""
791,"Édgar Méndez","ESP","FWMF","La Liga","Alavés",32,1990,6.9,0,11,3,"27.3","1.60","0.44",0,"0.00",14,0,0,0,1.3,1.3,0.12,-1.3,"-1.3","FW","MF"
1113,"Edimilson Fernandes","SUI","DFFW","Bundesliga","Arminia",25,1996,3.1,0,4,2,"50.0","1.27","0.64",0,"0.00",43.7,0,0,0,0.2,0.2,0.06,-0.2,"-0.2","DF","FW"
1604,"Edin Džeko","BIH","FW","Serie A","Inter",35,1986,13.8,8,38,16,"42.1","2.76","1.16",0.21,"0.50",10.6,0,0,0,5.7,5.7,0.15,2.3,"+2.3","FW",""
64,"Edinson Cavani","URU","FW","Premier League","Manchester Utd",34,1987,3.9,2,13,3,"23.1","3.36","0.78",0.15,"0.67",11.3,0,0,0,2.3,2.3,0.18,-0.3,"-0.3","FW",""
1415,"Edmond Tapsoba","BFA","DF","Bundesliga","Leverkusen",22,1999,7.7,1,2,1,"50.0","0.26","0.13",0.5,"1.00",12.8,0,0,0,0.1,0.1,0.04,0.9,"+0.9","DF",""
1520,"Edoardo Bove","ITA","MFDF","Serie A","Roma",19,2002,0.4,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","DF"
1638,"Edoardo Goldaniga","ITA","MFDF","Serie A","Sassuolo",28,1993,0,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","DF"
1933,"Edoardo Vergani","ITA","FWMF","Serie A","Salernitana",20,2001,0.3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW","MF"
289,"Edouard Mendy","SEN","GK","Premier League","Chelsea",29,1992,19,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1250,"Eduard Löwen","GER","MF","Bundesliga","Bochum",24,1997,9,0,19,6,"31.6","2.11","0.67",0,"0.00",25.5,7,0,0,0.8,0.8,0.04,-0.8,"-0.8","MF",""
560,"Eduardo Camavinga","FRA","MF","La Liga","Real Madrid",19,2002,5.5,1,6,3,"50.0","1.09","0.54",0.17,"0.33",19.2,0,0,0,0.8,0.8,0.14,0.2,"+0.2","MF",""
2022,"El Bilal Touré","MLI","FW","Ligue 1","Reims",20,2001,9.1,1,24,7,"29.2","2.65","0.77",0,"0.00",12.9,0,1,1,3.2,2.4,0.1,-2.2,"-2.4","FW",""
2388,"Elba Rashani","KVX","FW","Ligue 1","Clermont Foot",28,1993,9,4,11,4,"36.4","1.22","0.44",0.36,"1.00",12.6,0,0,0,1.2,1.2,0.11,2.8,"+2.8","FW",""
1876,"Eldor Shomurodov","UZB","FW","Serie A","Roma",26,1995,5.6,2,16,6,"37.5","2.84","1.07",0.13,"0.33",11.9,0,0,0,2.3,2.3,0.14,-0.3,"-0.3","FW",""
2111,"Elhadji Dieye","SEN","MFDF","Ligue 1","Saint-Étienne",19,2002,0.2,0,1,0,"0.0","5.00","0.00",0,NA,20.2,0,0,0,0,0,0.01,0,"0.0","MF","DF"
1608,"Elif Elmas","MKD","MFFW","Serie A","Napoli",22,1999,10,2,15,5,"33.3","1.51","0.50",0.13,"0.40",17.7,0,0,0,0.8,0.8,0.05,1.2,"+1.2","MF","FW"
2300,"Eliot Matazo","BEL","MF","Ligue 1","Monaco",19,2002,5.7,0,1,0,"0.0","0.17","0.00",0,NA,26,0,0,0,0,0,0.04,0,"0.0","MF",""
401,"Ellis Simms","ENG","FW","Premier League","Everton",20,2001,0.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW",""
1394,"Ellyes Skhiri","TUN","MF","Bundesliga","Köln",26,1995,8.6,3,10,4,"40.0","1.16","0.47",0.3,"0.75",17.8,0,0,0,1.9,1.9,0.19,1.1,"+1.1","MF",""
