"Rk","Player","Nation","Pos","Competition","Squad","Age","Born","noventas","Gls","Sh","SoT","SoT%","Sh_noventa","SoT_noventa","G_Sh","G_SoT","Dist","FK","PK","PKatt","xG","npxG","npxG_Sh","G_xG","npG-xG","Pos_main","Pos_secondary"
2236,"Philippe Koffi","FRA","FW","Ligue 1","Reims",19,2002,2.5,1,7,2,"28.6","2.80","0.80",0.14,"0.50",15.1,0,0,0,0.7,0.7,0.1,0.3,"+0.3","FW",""
2409,"Philippe Sandler","NED","DF","Ligue 1","Troyes",24,1997,0.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1168,"Piero Hincapié","ECU","DF","Bundesliga","Leverkusen",19,2002,7.4,1,4,1,"25.0","0.54","0.14",0.25,"1.00",19.4,0,0,0,0.3,0.3,0.07,0.7,"+0.7","DF",""
190,"Pierre Højbjerg","DEN","MF","Premier League","Tottenham",26,1995,16.9,2,16,9,"56.3","0.95","0.53",0.13,"0.22",21.4,1,0,0,1,1,0.06,1,"+1.0","MF",""
1681,"Pierre Kalulu","FRA","DF","Serie A","Milan",21,2000,5.6,0,4,1,"25.0","0.72","0.18",0,"0.00",20.9,0,0,0,0.4,0.4,0.09,-0.4,"-0.4","DF",""
237,"Pierre Lees-Melou","FRA","MF","Premier League","Norwich City",28,1993,10.9,0,18,4,"22.2","1.65","0.37",0,"0.00",21.8,0,0,0,1,1,0.06,-1,"-1.0","MF",""
23,"Pierre-Emerick Aubameyang","GAB","FW","Premier League","Arsenal",32,1989,11.5,4,33,16,"48.5","2.86","1.39",0.12,"0.25",14.2,0,0,2,5.8,4.1,0.13,-1.8,"-0.1","FW",""
2197,"Pierre-Yves Hamel","FRA","FW","Ligue 1","Clermont Foot",27,1994,3.1,0,8,2,"25.0","2.60","0.65",0,"0.00",15.6,0,0,0,1.1,1.1,0.14,-1.1,"-1.1","FW",""
2057,"Pierrick Capelle","FRA","DFMF","Ligue 1","Angers",34,1987,7,0,6,0,"0.0","0.86","0.00",0,NA,21.9,0,0,0,0.2,0.2,0.03,-0.2,"-0.2","DF","MF"
1546,"Pietro Ceccaroni","ITA","DF","Serie A","Venezia",26,1995,17.7,2,10,3,"30.0","0.57","0.17",0.2,"0.67",9.1,0,0,0,1.2,1.2,0.12,0.8,"+0.8","DF",""
1801,"Pietro Pellegri","ITA","FW","Serie A","Milan",20,2001,1.5,0,3,1,"33.3","2.06","0.69",0,"0.00",16.1,0,0,0,0.2,0.2,0.07,-0.2,"-0.2","FW",""
1909,"Pietro Terracciano","ITA","GK","Serie A","Fiorentina",31,1990,14.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1964,"Piotr Zielinski","POL","MF","Serie A","Napoli",27,1994,12,5,23,8,"34.8","1.91","0.66",0.22,"0.63",18.3,0,0,0,1.8,1.8,0.08,3.2,"+3.2","MF",""
2268,"Pol Lirola","ESP","DFMF","Ligue 1","Marseille",24,1997,9.2,1,6,1,"16.7","0.65","0.11",0.17,"1.00",20.5,0,0,0,0.8,0.8,0.13,0.2,"+0.2","DF","MF"
199,"Pontus Jansson","SWE","DF","Premier League","Brentford",30,1991,17.9,1,11,5,"45.5","0.61","0.28",0.09,"0.20",7.6,0,0,0,1.5,1.5,0.14,-0.5,"-0.5","DF",""
877,"Portu","ESP","FWMF","La Liga","Real Sociedad",29,1992,9.1,0,16,6,"37.5","1.76","0.66",0,"0.00",14.3,0,0,0,1.6,1.6,0.1,-1.6,"-1.6","FW","MF"
2385,"Predrag Rajkovic","SRB","GK","Ligue 1","Reims",26,1995,19,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
2234,"Presnel Kimpembe","FRA","DF","Ligue 1","Paris S-G",26,1995,13.9,0,3,0,"0.0","0.22","0.00",0,NA,7,0,0,0,0.2,0.2,0.07,-0.2,"-0.2","DF",""
2159,"Przemyslaw Frankowski","POL","DF","Ligue 1","Lens",26,1995,16.5,4,23,9,"39.1","1.39","0.55",0.17,"0.44",17.1,0,0,0,2,2,0.09,2,"+2.0","DF",""
343,"Przemyslaw Placheta","POL","FWMF","Premier League","Norwich City",23,1998,3.3,0,6,5,"83.3","1.80","1.50",0,"0.00",15.1,0,0,0,0.5,0.5,0.08,-0.5,"-0.5","FW","MF"
883,"Pubill","ESP","DF","La Liga","Levante",18,2003,1,0,1,1,"100.0","1.00","1.00",0,"0.00",15,0,0,0,0,0,0.03,0,"0.0","DF",""
2030,"Quentin Boisgard","FRA","MF","Ligue 1","Lorient",24,1997,3.9,0,6,2,"33.3","1.55","0.52",0,"0.00",25.4,1,0,0,0.3,0.3,0.06,-0.3,"-0.3","MF",""
2317,"Quentin Merlin","FRA","DF","Ligue 1","Nantes",19,2002,5.6,0,1,0,"0.0","0.18","0.00",0,NA,24.8,1,0,0,0,0,0.03,0,"0.0","DF",""
887,"Quini","ESP","DF","La Liga","Granada",32,1989,11,0,5,0,"0.0","0.45","0.00",0,NA,19.1,0,0,0,0.2,0.2,0.04,-0.2,"-0.2","DF",""
628,"Radamel Falcao","COL","FW","La Liga","Rayo Vallecano",35,1986,3.9,5,15,9,"60.0","3.82","2.29",0.33,"0.56",13.1,1,0,0,2.1,2.1,0.14,2.9,"+2.9","FW",""
1696,"Rade Krunic","BIH","MFFW","Serie A","Milan",28,1993,8.9,0,7,1,"14.3","0.79","0.11",0,"0.00",13.4,0,0,0,0.8,0.8,0.11,-0.8,"-0.8","MF","FW"
1600,"Radu Dragu<U+0219>in","ROU","DF","Serie A","Sampdoria",19,2002,4.4,0,2,0,"0.0","0.45","0.00",0,NA,13.6,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","DF",""
803,"Rafa Mir","ESP","FW","La Liga","Sevilla",24,1997,12.2,5,37,13,"35.1","3.03","1.06",0.14,"0.38",12.4,0,0,0,4.7,4.7,0.13,0.3,"+0.3","FW",""
1058,"Rafael Borré","COL","FW","Bundesliga","Eint Frankfurt",26,1995,14.7,4,31,12,"38.7","2.11","0.82",0.13,"0.33",13.6,0,0,0,6.3,6.3,0.2,-2.3,"-2.3","FW",""
1082,"Rafael Czichos","GER","DF","Bundesliga","Köln",31,1990,15.6,0,2,0,"0.0","0.13","0.00",0,NA,6.1,0,0,0,0.2,0.2,0.11,-0.2,"-0.2","DF",""
1705,"Rafael Leão","POR","FW","Serie A","Milan",22,1999,12.1,4,42,14,"33.3","3.47","1.16",0.1,"0.29",19,0,0,0,4.1,4.1,0.1,-0.1,"-0.1","FW",""
1915,"Rafael Tolói","ITA","DF","Serie A","Atalanta",31,1990,10.4,1,5,2,"40.0","0.48","0.19",0.2,"0.50",11.2,0,0,0,0.8,0.8,0.17,0.2,"+0.2","DF",""
1132,"Rafal Gikiewicz","POL","GK","Bundesliga","Augsburg",34,1987,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
2400,"Rafiki Said Ahamada","FRA","MFFW","Ligue 1","Brest",21,2000,0.5,0,5,2,"40.0","9.57","3.83",0,"0.00",17,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","MF","FW"
2384,"Rafinha","BRA","FWMF","Ligue 1","Paris S-G",28,1993,2.4,0,5,0,"0.0","2.05","0.00",0,NA,18.8,1,0,0,0.4,0.4,0.08,-0.4,"-0.4","FW","MF"
1007,"Ragnar Ache","GER","FWMF","Bundesliga","Eint Frankfurt",23,1998,1.3,0,7,1,"14.3","5.58","0.80",0,"0.00",14.1,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","FW","MF"
415,"Raheem Sterling","ENG","FW","Premier League","Manchester City",27,1994,12.2,7,32,15,"46.9","2.63","1.23",0.16,"0.33",14.9,0,2,2,7,5.5,0.17,0,"-0.5","FW",""
1050,"Ramy Bensebaini","ALG","DF","Bundesliga","M'Gladbach",26,1995,10.5,2,14,3,"21.4","1.33","0.29",0.07,"0.33",18.2,0,1,1,1.7,0.9,0.07,0.3,"+0.1","DF",""
1481,"Ramzi Aya","ITA","DF","Serie A","Salernitana",31,1990,1.5,0,1,0,"0.0","0.67","0.00",0,NA,25.9,0,0,0,0,0,0.04,0,"0.0","DF",""
2237,"Randal Kolo Muani","FRA","FW","Ligue 1","Nantes",23,1998,16.7,7,25,14,"56.0","1.50","0.84",0.28,"0.50",11,0,0,0,4.8,4.8,0.19,2.2,"+2.2","FW",""
840,"Randy Ntekja","FRA","FW","La Liga","Rayo Vallecano",24,1997,7.4,3,15,7,"46.7","2.03","0.95",0.2,"0.43",14.1,0,0,0,1.7,1.7,0.11,1.3,"+1.3","FW",""
1212,"Rani Khedira","GER","MF","Bundesliga","Union Berlin",27,1994,15,0,5,1,"20.0","0.33","0.07",0,"0.00",15,0,0,0,0.6,0.6,0.12,-0.6,"-0.6","MF",""
1500,"Raoul Bellanova","ITA","DFMF","Serie A","Cagliari",21,2000,10.3,0,9,2,"22.2","0.87","0.19",0,"0.00",15,0,0,0,0.6,0.6,0.06,-0.6,"-0.6","DF","MF"
102,"Raphael Dias Belloli","BRA","MFFW","Premier League","Leeds United",25,1996,15,8,45,13,"28.9","3.01","0.87",0.11,"0.38",22.2,5,3,3,5.9,3.6,0.08,2.1,"+1.4","MF","FW"
1118,"Raphael Framberger","GER","DFMF","Bundesliga","Augsburg",26,1995,5,0,1,0,"0.0","0.20","0.00",0,NA,20.4,0,0,0,0,0,0.03,0,"0.0","DF","MF"
1145,"Raphaël Guerreiro","POR","DF","Bundesliga","Dortmund",28,1993,7.2,3,11,2,"18.2","1.52","0.28",0.18,"1.00",25.9,2,1,1,1.1,0.3,0.03,1.9,"+1.7","DF",""
447,"Raphaël Varane","FRA","DF","Premier League","Manchester Utd",28,1993,7.3,0,5,0,"0.0","0.69","0.00",0,NA,10,0,0,0,0.2,0.2,0.05,-0.2,"-0.2","DF",""
493,"Raúl Albiol","ESP","DF","La Liga","Villarreal",36,1985,13,0,1,1,"100.0","0.08","0.08",0,"0.00",7.1,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","DF",""
961,"Raúl de Tomás","ESP","FW","La Liga","Espanyol",27,1994,17.6,9,60,23,"38.3","3.40","1.31",0.1,"0.26",17.2,4,3,3,8.4,6.1,0.1,0.6,"-0.1","FW",""
654,"Raúl García","ESP","FW","La Liga","Athletic Club",35,1986,11.2,3,27,7,"25.9","2.41","0.62",0.11,"0.43",16,0,0,1,3.7,2.9,0.11,-0.7,"+0.1","FW",""
687,"Raúl Guti","ESP","MF","La Liga","Elche",25,1996,10.5,0,12,4,"33.3","1.14","0.38",0,"0.00",22.9,0,0,0,0.5,0.5,0.04,-0.5,"-0.5","MF",""
202,"Raúl Jiménez","MEX","FW","Premier League","Wolves",30,1991,15.5,3,31,7,"22.6","2.00","0.45",0.1,"0.43",14.8,0,0,0,3.3,3.3,0.11,-0.3,"-0.3","FW",""
1766,"Raúl Moro","ESP","FW","Serie A","Lazio",19,2002,2.1,0,2,1,"50.0","0.96","0.48",0,"0.00",12.8,0,0,0,0.3,0.3,0.15,-0.3,"-0.3","FW",""
962,"Raúl Torrente","ESP","DF","La Liga","Granada",20,2001,5.4,0,1,0,"0.0","0.18","0.00",0,NA,7,0,0,0,0.1,0.1,0.13,-0.1,"-0.1","DF",""
3,"Rayan Aït Nouri","FRA","DF","Premier League","Wolves",20,2001,8,0,6,2,"33.3","0.75","0.25",0,"0.00",15.1,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","DF",""
2072,"Rayan Cherki","FRA","FW","Ligue 1","Lyon",18,2003,3.1,0,9,2,"22.2","2.95","0.65",0,"0.00",17,0,0,0,0.5,0.5,0.06,-0.5,"-0.5","FW",""
1739,"Razvan Marin","ROU","MF","Serie A","Cagliari",25,1996,16.8,0,19,1,"5.3","1.13","0.06",0,"0.00",23.5,4,0,0,0.7,0.7,0.04,-0.7,"-0.7","MF",""
2040,"Redwan Bourles","FRA","MFDF","Ligue 1","Lorient",19,2003,0.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","DF"
197,"Reece James","ENG","DF","Premier League","Chelsea",22,1999,12.4,4,21,7,"33.3","1.70","0.57",0.19,"0.57",20,4,0,0,1.7,1.7,0.08,2.3,"+2.3","DF",""
1314,"Reece Oxford","ENG","DF","Bundesliga","Augsburg",23,1998,14,2,8,4,"50.0","0.57","0.29",0.25,"0.50",8,0,0,0,1.3,1.3,0.17,0.7,"+0.7","DF",""
1345,"Reinier","BRA","MFFW","Bundesliga","Dortmund",19,2002,0.7,0,1,0,"0.0","1.53","0.00",0,NA,8.5,0,0,0,0.1,0.1,0.1,-0.1,"-0.1","MF","FW"
2289,"Reinildo Mandava","MOZ","DF","Ligue 1","Lille",27,1994,13.9,0,4,2,"50.0","0.29","0.14",0,"0.00",13.3,0,0,0,0.3,0.3,0.08,-0.3,"-0.3","DF",""
309,"Reiss Nelson","ENG","FW","Premier League","Arsenal",22,1999,0.2,0,1,0,"0.0","4.50","0.00",0,NA,18,0,0,0,0,0,0.04,0,"0.0","FW",""
2358,"Remi Oudin","FRA","MFFW","Ligue 1","Bordeaux",25,1996,10.1,3,24,8,"33.3","2.37","0.79",0.13,"0.38",18.6,1,0,0,2,2,0.08,1,"+1.0","MF","FW"
1626,"Remo Freuler","SUI","MF","Serie A","Atalanta",29,1992,13,1,5,2,"40.0","0.38","0.15",0.2,"0.50",20.9,0,0,0,0.3,0.3,0.05,0.7,"+0.7","MF",""
753,"Renan Lodi","BRA","DF","La Liga","Atlético Madrid",23,1998,4.9,0,5,1,"20.0","1.03","0.21",0,"0.00",21.3,0,0,0,0.2,0.2,0.05,-0.2,"-0.2","DF",""
2408,"Renato Sanches","POR","MF","Ligue 1","Lille",24,1997,7.6,1,7,2,"28.6","0.92","0.26",0.14,"0.50",25.8,1,0,0,0.2,0.2,0.03,0.8,"+0.8","MF",""
1405,"Renato Steffen","SUI","FWMF","Bundesliga","Wolfsburg",30,1991,7.3,0,9,0,"0.0","1.23","0.00",0,NA,13.9,0,0,0,1.1,1.1,0.12,-1.1,"-1.1","FW","MF"
957,"Renato Tapia","PER","MF","La Liga","Celta Vigo",26,1995,11.7,0,10,3,"30.0","0.85","0.26",0,"0.00",23.4,0,0,0,0.5,0.5,0.05,-0.5,"-0.5","MF",""
2141,"Renaud Emond","BEL","MFFW","Ligue 1","Nantes",30,1991,2.1,0,1,0,"0.0","0.48","0.00",0,NA,54,0,0,0,0,0,0.02,0,"0.0","MF","FW"
2390,"Renaud Ripart","FRA","FWDF","Ligue 1","Troyes",28,1993,13.4,1,27,10,"37.0","2.02","0.75",0.04,"0.10",15.7,0,0,0,1.8,1.8,0.07,-0.8,"-0.8","FW","DF"
1732,"Rey Manaj","ALB","FWMF","Serie A","Spezia",24,1997,7.5,1,24,5,"20.8","3.18","0.66",0.04,"0.20",19.1,4,0,0,2,2,0.09,-1,"-1.0","FW","MF"
2291,"Ricardo Mangas","POR","DF","Ligue 1","Bordeaux",23,1998,16.2,1,10,1,"10.0","0.62","0.06",0.1,"1.00",14.1,0,0,0,0.9,0.9,0.09,0.1,"+0.1","DF",""
330,"Ricardo Pereira","POR","DF","Premier League","Leicester City",28,1993,6.6,0,3,0,"0.0","0.45","0.00",0,NA,15.4,0,0,0,0.3,0.3,0.11,-0.3,"-0.3","DF",""
1840,"Ricardo Rodríguez","SUI","DF","Serie A","Torino",29,1992,11.4,0,2,0,"0.0","0.18","0.00",0,NA,27.2,1,0,0,0,0,0.02,0,"0.0","DF",""
1530,"Riccardo Calafiori","ITA","DF","Serie A","Roma",19,2002,1.9,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1554,"Riccardo Ciervo","ITA","MFDF","Serie A","Sampdoria",19,2002,1.4,0,2,1,"50.0","1.45","0.73",0,"0.00",19.3,0,0,0,0.2,0.2,0.08,-0.2,"-0.2","MF","DF"
1619,"Riccardo Fiamozzi","ITA","DF","Serie A","Empoli",28,1993,2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1631,"Riccardo Gagliolo","SWE","DF","Serie A","Salernitana",31,1990,9.8,0,8,1,"12.5","0.81","0.10",0,"0.00",16.8,0,0,0,0.8,0.8,0.1,-0.8,"-0.8","DF",""
1737,"Riccardo Marchizza","ITA","DF","Serie A","Empoli",23,1998,13.4,0,7,1,"14.3","0.52","0.07",0,"0.00",20.1,1,0,0,0.3,0.3,0.04,-0.3,"-0.3","DF",""
1787,"Riccardo Orsolini","ITA","FWDF","Serie A","Bologna",24,1997,7.2,2,20,5,"25.0","2.77","0.69",0.05,"0.20",21.1,2,1,1,1.8,1.1,0.05,0.2,"-0.1","FW","DF"
1865,"Riccardo Saponara","ITA","FW","Serie A","Fiorentina",30,1991,7.3,2,19,6,"31.6","2.59","0.82",0.11,"0.33",20.3,0,0,0,1,1,0.05,1,"+1.0","FW",""
1890,"Riccardo Sottil","ITA","FW","Serie A","Fiorentina",22,1999,7.5,2,15,6,"40.0","2.00","0.80",0.13,"0.33",15.2,0,0,0,2.1,2.1,0.14,-0.1,"-0.1","FW",""
354,"Richarlison","BRA","FWMF","Premier League","Everton",24,1997,9.8,3,18,4,"22.2","1.83","0.41",0.17,"0.75",15.3,0,0,0,2.4,2.4,0.13,0.6,"+0.6","FW","MF"
1682,"Rick Karsdorp","NED","DF","Serie A","Roma",26,1995,17.5,0,2,1,"50.0","0.11","0.06",0,"0.00",24.3,0,0,0,0,0,0.02,0,"0.0","DF",""
183,"Rico Henry","ENG","DF","Premier League","Brentford",24,1997,15.3,2,7,2,"28.6","0.46","0.13",0.29,"1.00",14.5,0,0,0,1.1,1.1,0.16,0.9,"+0.9","DF",""
1648,"Ridgeciano Haps","SUR","DF","Serie A","Venezia",28,1993,8,0,2,0,"0.0","0.25","0.00",0,NA,27.4,0,0,0,0,0,0.01,0,"0.0","DF",""
1029,"Ridle Baku","GER","DFFW","Bundesliga","Wolfsburg",23,1998,13.4,2,23,5,"21.7","1.72","0.37",0.09,"0.40",19.4,0,0,0,1.7,1.7,0.07,0.3,"+0.3","DF","FW"
885,"Riqui Puig","ESP","MF","La Liga","Barcelona",22,1999,2.4,0,5,1,"20.0","2.12","0.42",0,"0.00",20.9,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","MF",""
260,"Riyad Mahrez","ALG","FW","Premier League","Manchester City",30,1991,9.4,6,32,11,"34.4","3.40","1.17",0.13,"0.36",17.3,5,2,2,5.1,3.5,0.11,0.9,"+0.5","FW",""
186,"Rob Holding","ENG","DFMF","Premier League","Arsenal",26,1995,3.6,0,2,0,"0.0","0.56","0.00",0,NA,7,0,0,0,0.1,0.1,0.07,-0.1,"-0.1","DF","MF"
901,"Rober","ESP","DF","La Liga","Levante",26,1995,6.8,1,4,1,"25.0","0.59","0.15",0.25,"1.00",6.5,0,0,0,0.9,0.9,0.22,0.1,"+0.1","DF",""
1017,"Robert Andrich","GER","MF","Bundesliga","Leverkusen",27,1994,8.5,2,13,3,"23.1","1.53","0.35",0.15,"0.67",15.2,0,0,0,1.7,1.7,0.13,0.3,"+0.3","MF",""
1149,"Robert Gumny","POL","DF","Bundesliga","Augsburg",23,1998,16.4,0,6,0,"0.0","0.37","0.00",0,NA,12.8,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","DF",""
701,"Robert Ibáñez","ESP","MF","La Liga","Osasuna",28,1993,1,0,3,0,"0.0","2.90","0.00",0,NA,17.2,0,0,0,0.4,0.4,0.13,-0.4,"-0.4","MF",""
1244,"Robert Lewandowski","POL","FW","Bundesliga","Bayern Munich",33,1988,16.1,19,75,37,"49.3","4.66","2.30",0.21,"0.43",13,1,3,3,16.7,14.4,0.19,2.3,"+1.6","FW",""
381,"Robert Sánchez","ESP","GK","Premier League","Brighton",24,1997,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1395,"Robert Skov","DEN","DFFW","Bundesliga","Hoffenheim",25,1996,2.7,0,8,2,"25.0","2.94","0.73",0,"0.00",14.2,0,0,0,0.6,0.6,0.07,-0.6,"-0.6","DF","FW"
1417,"Robert Tesche","GER","MF","Bundesliga","Bochum",34,1987,2.6,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
136,"Roberto Firmino","BRA","FWMF","Premier League","Liverpool",30,1991,4.9,4,13,6,"46.2","2.66","1.23",0.31,"0.67",12.3,0,0,0,4,4,0.31,0,"0.0","FW","MF"
1630,"Roberto Gagliardini","ITA","MF","Serie A","Inter",27,1994,3.7,2,6,3,"50.0","1.61","0.81",0.33,"0.67",15.5,0,0,0,0.9,0.9,0.14,1.1,"+1.1","MF",""
670,"Roberto González","ESP","FWMF","La Liga","Betis",20,2001,1.5,0,2,0,"0.0","1.33","0.00",0,NA,16.8,0,0,0,0.2,0.2,0.08,-0.2,"-0.2","FW","MF"
1266,"Roberto Massimo","GER","DFFW","Bundesliga","Stuttgart",21,2000,8.1,2,17,10,"58.8","2.11","1.24",0.12,"0.20",19.6,0,0,0,1.8,1.8,0.11,0.2,"+0.2","DF","FW"
830,"Roberto Navarro","ESP","MFFW","La Liga","Real Sociedad",19,2002,2.2,0,7,3,"42.9","3.17","1.36",0,"0.00",14.8,0,0,0,0.7,0.7,0.1,-0.7,"-0.7","MF","FW"
1806,"Roberto Pereyra","ARG","MFFW","Serie A","Udinese",30,1991,11.3,2,9,2,"22.2","0.80","0.18",0.11,"0.50",19.3,1,1,1,1.5,0.7,0.08,0.5,"+0.3","MF","FW"
1814,"Roberto Piccoli","ITA","FW","Serie A","Atalanta",20,2001,1.2,1,5,3,"60.0","4.21","2.52",0.2,"0.33",11.6,0,0,0,1.1,1.1,0.22,-0.1,"-0.1","FW",""
943,"Roberto Soldado","ESP","FW","La Liga","Levante",36,1985,4.7,0,8,4,"50.0","1.69","0.84",0,"0.00",13.7,0,0,0,0.6,0.6,0.08,-0.6,"-0.6","FW",""
1889,"Roberto Soriano","ITA","MFFW","Serie A","Bologna",30,1991,15.8,0,19,5,"26.3","1.20","0.32",0,"0.00",17.3,0,0,0,1.4,1.4,0.07,-1.4,"-1.4","MF","FW"
965,"Roberto Torres","ESP","MFFW","La Liga","Osasuna",32,1989,5.6,2,10,2,"20.0","1.78","0.36",0,"0.00",24.5,0,2,2,1.9,0.4,0.04,0.1,"-0.4","MF","FW"
1641,"Robin Gosens","GER","DF","Serie A","Atalanta",27,1994,5.1,1,15,4,"26.7","2.93","0.78",0.07,"0.25",12.7,0,0,0,1.5,1.5,0.1,-0.5,"-0.5","DF",""
1156,"Robin Hack","GER","MFFW","Bundesliga","Arminia",23,1998,8.4,0,19,3,"15.8","2.26","0.36",0,"0.00",21,1,0,0,1.3,1.3,0.07,-1.3,"-1.3","MF","FW"
1222,"Robin Knoche","GER","DF","Bundesliga","Union Berlin",29,1992,17,0,4,0,"0.0","0.24","0.00",0,NA,11.5,0,0,0,0.2,0.2,0.05,-0.2,"-0.2","DF",""
221,"Robin Koch","GER","MFDF","Premier League","Leeds United",25,1996,2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","DF"
743,"Robin Le Normand","FRA","DF","La Liga","Real Sociedad",25,1996,18,0,6,1,"16.7","0.33","0.06",0,"0.00",10.5,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","DF",""
1457,"Robin Zentner","GER","GK","Bundesliga","Mainz 05",27,1994,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
361,"Rodri","ESP","MF","Premier League","Manchester City",25,1996,16.4,3,17,6,"35.3","1.04","0.37",0.18,"0.50",17.6,0,0,0,1.2,1.2,0.07,1.8,"+1.8","MF",""
534,"Rodrigo Battaglia","ARG","MF","La Liga","Mallorca",30,1991,4.7,0,2,0,"0.0","0.42","0.00",0,NA,20.5,0,0,0,0.1,0.1,0.04,-0.1,"-0.1","MF",""
1497,"Rodrigo Becão","BRA","DF","Serie A","Udinese",25,1996,16.8,0,9,1,"11.1","0.54","0.06",0,"0.00",16.1,0,0,0,0.4,0.4,0.05,-0.4,"-0.4","DF",""
1504,"Rodrigo Bentancur","URU","MF","Serie A","Juventus",24,1997,10,0,7,1,"14.3","0.70","0.10",0,"0.00",20.7,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","MF",""
599,"Rodrigo De Paul","ARG","MF","La Liga","Atlético Madrid",27,1994,10.9,0,12,2,"16.7","1.10","0.18",0,"0.00",21.8,0,0,0,0.6,0.6,0.05,-0.6,"-0.6","MF",""
362,"Rodrigo","ESP","MFFW","Premier League","Leeds United",30,1991,10,2,22,8,"36.4","2.21","0.80",0.05,"0.13",19.4,0,1,1,2.7,1.9,0.09,-0.7,"-0.9","MF","FW"
905,"Rodrigo","ESP","FW","La Liga","Betis",21,2000,6.6,1,12,6,"50.0","1.82","0.91",0.08,"0.17",16.7,0,0,0,1.1,1.1,0.09,-0.1,"-0.1","FW",""
911,"Rodrygo","BRA","FWMF","La Liga","Real Madrid",20,2001,5.7,0,10,5,"50.0","1.75","0.88",0,"0.00",14.9,0,0,0,1.1,1.1,0.11,-1.1,"-1.1","FW","MF"
1663,"Roger Ibanez","BRA","DF","Serie A","Roma",23,1998,18,3,14,4,"28.6","0.78","0.22",0.21,"0.75",7.8,0,0,0,1.3,1.3,0.09,1.7,"+1.7","DF",""
776,"Roger Martí","ESP","FW","La Liga","Levante",30,1991,10.8,3,18,6,"33.3","1.66","0.55",0.11,"0.33",18.5,0,1,2,4.2,2.7,0.15,-1.2,"-0.7","FW",""
1841,"Rogério","BRA","DF","Serie A","Sassuolo",23,1998,13.3,0,8,3,"37.5","0.60","0.23",0,"0.00",21.1,0,0,0,0.3,0.3,0.03,-0.3,"-0.3","DF",""
1364,"Roland Sallai","HUN","MFFW","Bundesliga","Freiburg",24,1997,6,1,17,2,"11.8","2.82","0.33",0.06,"0.50",16.4,0,0,0,1.7,1.7,0.1,-0.7,"-0.7","MF","FW"
1735,"Rolando Mandragora","ITA","MF","Serie A","Torino",24,1997,5.6,0,9,2,"22.2","1.62","0.36",0,"0.00",24.5,0,0,0,0.5,0.5,0.05,-0.5,"-0.5","MF",""
2398,"Roli Pereira de Sa","FRA","MF","Ligue 1","Nantes",25,1996,3.4,0,5,1,"20.0","1.49","0.30",0,"0.00",15.5,0,0,0,0.4,0.4,0.08,-0.4,"-0.4","MF",""
2093,"Romain Del Castillo","FRA","MFFW","Ligue 1","Rennes",25,1996,0.3,0,1,0,"0.0","3.21","0.00",0,NA,20,1,0,0,0.1,0.1,0.12,-0.1,"-0.1","MF","FW"
2146,"Romain Faivre","FRA","MF","Ligue 1","Brest",23,1998,17,7,27,11,"40.7","1.59","0.65",0.07,"0.18",21.4,3,5,5,6.1,2.3,0.08,0.9,"-0.3","MF",""
2199,"Romain Hamouma","FRA","FW","Ligue 1","Saint-Étienne",34,1987,7.3,0,15,3,"20.0","2.05","0.41",0,"0.00",18.3,0,0,0,1.1,1.1,0.07,-1.1,"-1.1","FW",""
332,"Romain Perraud","FRA","DF","Premier League","Southampton",24,1997,6.8,0,4,0,"0.0","0.59","0.00",0,NA,24,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF",""
2378,"Romain Philippoteaux","FRA","MF","Ligue 1","Brest",33,1988,0.3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
375,"Romain Saïss","MAR","DF","Premier League","Wolves",31,1990,17.4,2,10,5,"50.0","0.57","0.29",0.2,"0.40",11.5,0,0,0,2,2,0.21,0,"0.0","DF",""
